    0.000000000   11.661579838
    0.083333333   11.669520858
    0.166666667   11.691386766
    0.250000000   11.721620447
    0.333333333   11.752335484
    0.416666667   11.775136013
    1.333333333   11.783492992
    1.416666667   11.775136016
    1.500000000   11.752335496
    1.583333333   11.721620446
    1.666666667   11.691386767
    1.750000000   11.669520857
    1.867851130   11.669520856
    1.951184464   11.836778201
    2.034517797   11.873984384
    2.117851130   11.899140464
    2.201184464   11.924659831
    2.284517797   11.943796244
    3.201184464   11.950910853
    3.284517797   11.943796242
    3.367851130   11.924659825
    3.451184464   11.899140463
    3.534517797   11.873984383
    3.617851130   11.836778200
    3.735702260   11.691386768
    3.819035594   11.873984383
    3.902368927   12.238418132
    3.985702260   12.302754081
    4.069035594   12.322441838
    4.152368927   12.335932918
    5.069035594   12.340890051
    5.152368927   12.335932918
    5.235702260   12.322441837
    5.319035594   12.302754084
    5.402368927   12.238418133
    5.485702260   11.873984382
    5.603553391   11.721620445
    5.686886724   11.899140464
    5.770220057   12.302754081
    5.853553391   12.708939687
    5.936886724   12.775655880
    6.020220057   12.786744126
    6.936886724   12.790114851
    7.020220057   12.786744122
    7.103553391   12.775655881
    7.186886724   12.708939688
    7.270220057   12.302754081
    7.353553391   11.899140465
    7.471404521   11.752335492
    7.554737854   11.924659830
    7.638071187   12.322441841
    7.721404521   12.775655883
    7.804737854   13.142888508
    7.888071187   13.187354936
    8.804737854   13.190123364
    8.888071187   13.187354936
    8.971404521   13.142888506
    9.054737854   12.775655880
    9.138071187   12.322441838
    9.221404521   11.924659825
    9.339255651   11.775136012
    9.422588984   11.943796240
    9.505922318   12.335932918
    9.589255651   12.786744126
    9.672588984   13.187354934
    9.755922318   13.450885130
   10.672588984   13.464877214
   10.755922318   13.450885126
   10.839255651   13.187354940
   10.922588984   12.786744126
   11.005922318   12.335932919
   11.089255651   11.943796244
   12.009702402   11.783492992
   12.093035736   11.950910853
   12.176369069   12.340890051
   12.259702402   12.790114846
   12.343035736   13.190123366
   12.426369069   13.464877211
   13.343035736   13.562801312
   13.426369069   13.464877210
   13.509702402   13.190123364
   13.593035736   12.790114846
   13.676369069   12.340890052
   13.759702402   11.950910853
   13.877553533   11.775136012
   13.960886866   11.943796241
   14.044220199   12.335932921
   14.127553533   12.786744123
   14.210886866   13.187354938
   14.294220199   13.450885127
   15.210886866   13.464877212
   15.294220199   13.450885126
   15.377553533   13.187354939
   15.460886866   12.786744125
   15.544220199   12.335932919
   15.627553533   11.943796240
   15.745404663   11.752335486
   15.828737996   11.924659824
   15.912071329   12.322441837
   15.995404663   12.775655882
   16.078737996   13.142888506
   16.162071329   13.187354938
   17.078737996   13.190123366
   17.162071329   13.187354935
   17.245404663   13.142888512
   17.328737996   12.775655880
   17.412071329   12.322441836
   17.495404663   11.924659824
   17.613255793   11.721620445
   17.696589126   11.899140464
   17.779922460   12.302754080
   17.863255793   12.708939687
   17.946589126   12.775655880
   18.029922460   12.786744126
   18.946589126   12.790114852
   19.029922460   12.786744124
   19.113255793   12.775655880
   19.196589126   12.708939687
   19.279922460   12.302754081
   19.363255793   11.899140463
   19.481106923   11.691386767
   19.564440257   11.873984383
   19.647773590   12.238418132
   19.731106923   12.302754080
   19.814440257   12.322441839
   19.897773590   12.335932918
   20.814440257   12.340890052
   20.897773590   12.335932920
   20.981106923   12.322441836
   21.064440257   12.302754082
   21.147773590   12.238418132
   21.231106923   11.873984384
   21.348958053   11.669520857
   21.432291387   11.836778203
   21.515624720   11.873984382
   21.598958053   11.899140462
   21.682291387   11.924659825
   21.765624720   11.943796241
   22.682291387   11.950910853
   22.765624720   11.943796240
   22.848958053   11.924659827
   22.932291387   11.899140465
   23.015624720   11.873984383
   23.098958053   11.836778201
   23.243295621   11.669520857
   23.326628954   11.836778201
   23.409962287   11.873984383
   23.493295621   11.899140463
   23.576628954   11.924659828
   23.659962287   11.943796240
   24.576628954   11.950910853
   24.659962287   11.943796244
   24.743295621   11.924659828
   24.826628954   11.899140461
   24.909962287   11.873984384
   24.993295621   11.836778201
   25.111146751   11.836778201
   25.194480084   11.956145604
   25.277813418   12.009063509
   25.361146751   12.036046107
   25.444480084   12.061750910
   25.527813418   12.080488882
   26.444480084   12.087361870
   26.527813418   12.080488886
   26.611146751   12.061750911
   26.694480084   12.036046107
   26.777813418   12.009063509
   26.861146751   11.956145604
   26.978997881   11.873984383
   27.062331214   12.009063510
   27.145664548   12.309469688
   27.228997881   12.379223338
   27.312331214   12.405317480
   27.395664548   12.422499029
   28.312331214   12.428617833
   28.395664548   12.422499030
   28.478997881   12.405317480
   28.562331214   12.379223338
   28.645664548   12.309469689
   28.728997881   12.009063509
   28.846849011   11.899140463
   28.930182345   12.036046107
   29.013515678   12.379223338
   29.096849011   12.750276179
   29.180182345   12.822991618
   29.263515678   12.839596936
   30.180182345   12.844843489
   30.263515678   12.839596937
   30.346849011   12.822991618
   30.430182345   12.750276179
   30.513515678   12.379223339
   30.596849011   12.036046107
   30.714700141   11.924659824
   30.798033475   12.061750910
   30.881366808   12.405317480
   30.964700141   12.822991618
   31.048033475   13.173342625
   31.131366808   13.223092181
   32.048033475   13.227922760
   32.131366808   13.223092180
   32.214700141   13.173342625
   32.298033475   12.822991618
   32.381366808   12.405317480
   32.464700141   12.061750910
   32.582551272   11.943796245
   32.665884605   12.080488881
   32.749217938   12.422499028
   32.832551272   12.839596936
   32.915884605   13.223092183
   32.999217938   13.480396122
   33.915884605   13.496571535
   33.999217938   13.480396122
   34.082551272   13.223092181
   34.165884605   12.839596937
   34.249217938   12.422499029
   34.332551272   12.080488881
   35.252998023   11.950910853
   35.336331356   12.087361868
   35.419664690   12.428617833
   35.502998023   12.844843490
   35.586331356   13.227922759
   35.669664690   13.496571537
   36.586331356   13.593438186
   36.669664690   13.496571534
   36.752998023   13.227922760
   36.836331356   12.844843489
   36.919664690   12.428617834
   37.002998023   12.087361868
   37.120849153   11.943796242
   37.204182487   12.080488881
   37.287515820   12.422499029
   37.370849153   12.839596937
   37.454182487   13.223092181
   37.537515820   13.480396123
   38.454182487   13.496571535
   38.537515820   13.480396122
   38.620849153   13.223092181
   38.704182487   12.839596936
   38.787515820   12.422499028
   38.870849153   12.080488881
   38.988700284   11.924659826
   39.072033617   12.061750910
   39.155366950   12.405317480
   39.238700284   12.822991618
   39.322033617   13.173342627
   39.405366950   13.223092181
   40.322033617   13.227922759
   40.405366950   13.223092181
   40.488700284   13.173342625
   40.572033617   12.822991618
   40.655366950   12.405317480
   40.738700284   12.061750910
   40.856551414   11.899140464
   40.939884747   12.036046107
   41.023218080   12.379223338
   41.106551414   12.750276182
   41.189884747   12.822991618
   41.273218080   12.839596937
   42.189884747   12.844843491
   42.273218080   12.839596936
   42.356551414   12.822991618
   42.439884747   12.750276179
   42.523218080   12.379223339
   42.606551414   12.036046107
   42.724402544   11.873984384
   42.807735877   12.009063509
   42.891069211   12.309469687
   42.974402544   12.379223339
   43.057735877   12.405317480
   43.141069211   12.422499028
   44.057735877   12.428617833
   44.141069211   12.422499029
